entity,extra_info
Pla Nin Thot Samun Phrai,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Pla Nueng Manao,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Pla Ping Top,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Pla Sam Rot,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Pla Sam Thap,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Pla Thot,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Pla Thot Khamin,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Pla Wong Thot,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Pu Cha,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Pu Ong,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Roti Kluai,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Thai""}"
Sa Nuea,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Sa Nuea Sadung,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Sai Krok Isan,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Sai Mu Ping,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Sai Mu Thot,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Sai Ua,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Sakhu Thua Dam,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Thai""}"
Sangkhaya,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Thai""}"
Sangkhaya Fak Thong,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Thai""}"
Sapaketti Phat Khi Mao,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Thai""}"
Sate,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Si Khrong Mu Thot,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Som Tam,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Thai""}"
Som Tam Khai Khem,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Som Tam Pu,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Sot Si Racha,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Thai""}"
Suea Rong Hai,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Suki,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Thai""}"
Tam Khai Mot Daeng,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Tam Khanun,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Thai""}"
Tam Maak Hoong,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Thai""}"
Tam Makhuea,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Thai""}"
Tam Mamuang,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Thai""}"
Tam Mu Yo,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Tam Phonlamai Ruam,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Thai""}"
Tam Som-O,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Thai""}"
Tam Som-O Nam Pu,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Tap Kai Phat Phrik Sot,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Thot Man,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Thai""}"
Thot Man Kung,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Thot Man Pla,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Thot Man Pu,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Thua Ngok Pla Khem,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Thung Thong,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Thai""}"
Tod Mun Hua Plee,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Thai""}"
Tom Chuet,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Thai""}"
Tom Kha Kai,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Tom Khlong,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Thai""}"
Tom Phak Kat Dong Mu,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Tom Somkraduk Mu,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Tom Yam,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Thai""}"
Tom Yam Boran,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Thai""}"
Tua Mai Thot,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Thai""}"
Yam,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Thai""}"
Yam Bai Cha,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Thai""}"
Yam Chin Kai,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Yam Hoi Khraeng,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Yam Hu Mu,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Yam Khai Dao,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Yam Khamin Khao Kung,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Yam Kun Chiang,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Yam Mu Krop,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Yam Mu Yo,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Yam Mu Yo Thot Khai Dao,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Yam Naem Khao Khot,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Yam Naem Khao Thot,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Yam No Mai,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Yam No Mai Sai Nam Pu,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Yam Nuea Yang,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Yam Phak Khut,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Thai""}"
Yam Phak Kum Dong,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Thai""}"
Yam Pla Duk Fu,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Yam Pla Khem,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Yam Pla Salit,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Yam Pla Thu,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Yam Sanat,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Thai""}"
Yam Takhrai Kung Sot,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Yam Tao,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Thai""}"
Yam Thale,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Yam Thua Phu,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Thai""}"
Yam Wun Sen,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Thai""}"
Yang Ruam Mu,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Thai""}"
Yum Kanom Jeen,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Thai""}"
À La Maréchale,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Acılı Ezme,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Adana Kebap,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
A-Gei,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Agnolotti,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Ahtapot,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Albanian Liver,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Ali Paşa Kebabı,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Ali Pasha Kebab,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Alinazik,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Alinazik Kebab,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Amich,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Apam Balik,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Arabaşı Çorbası,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Arbor Kebab,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Arem-Arem,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Arnavut Ciğeri,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Ayran Çorbası,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Badrijani,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Bagel Dog,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Bakla Ezmesi,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Bakpia Pathok,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Ballotine,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Barbajuan,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Barbunya Pilaki,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Beyti Kebab,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Bichak,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Bici Bici,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Bierock,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Blini,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Boliche,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Borani,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Boraniye,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Börek,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Bostan Kebabı,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Bowl Kebab,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Buğday Aşı,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Buğu Kebabı,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Bulgur Pilavı,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Cachopo,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Cağ Kebab,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Calamari,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Çardak Kebabı,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Carpetbag Steak,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Çerkez Tavuğu,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Cevizli Biber,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Chatti Pathiri,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Chaudin,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Chicken Kiev,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Çiğ Köfte,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Ciğer Kebabı,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Ciğerli Kağıt Kebabı,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Circassian Chicken,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Çoban Salatası,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Cocktail Bun,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Çökertme Kebabı,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Çömlek Kebabı,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Çöp Şiş,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Corba,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Cordon Bleu,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Cornulețe,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Cuban Pastry,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Curry Puff,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Curry Puffs,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Dolma,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Domates Çorbası,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Domatesli Pilav,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Dondurma,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Döner Kebab,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Dorma,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Düğün Çorbası,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Earthenware Bowl Kebab,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Earthenware-Jug Kebab,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Eggah,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Eggplant Papucaki,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Elbasan Tava,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Erişte,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Erişte Aşı,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Etli Bamya,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Etli Pilav,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Etli Taze Fasulye,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Ezme,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Ezogelin Çorbası,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Fasulye Pilaki,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Fava,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Figolla,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Fish Sandwich Balık Ekmek,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Flaky Pastry,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Flaons,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Fresh Walnuts Taze Ceviz,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Fried Mussels,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Galantine,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Galette-Saucisse,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Gardeners Kebab,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Gavurdağı Salatası,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Gevrek,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Ghapama,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Gibanica,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Gordita,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Gözleme,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Guanime,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Gyeran-Mari,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Hallaca,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Hamsili Pilav,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Hardalotu,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Haydari,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Heh Gerng,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Helzel,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Heong Peng,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Holishkes,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Hot Pockets,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Humus,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Hünkârbeğendi,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Hünkâri Kebabı,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
İç Pilav,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Iced Almonds Buzlu Badem,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
İmam Bayıldı,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
İncik,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
İşkembe Çorbası,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
İşkembeli Nohut,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
İskender Kebap,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
İslim Kebabı,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Jalangkote,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Jalapeño Popper,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Jamaican Patty,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Jambon,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Kab Yob,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Kağıt Kebabı,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Kalamar,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Kalitsounia,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Kanat,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Karađorđeva Šnicla,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Karides,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Kavurma,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Keledoş,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Kelle,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Keşkek,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Khanom Sot Sai,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Kibbeh,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Kısır,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Kıyma Kebabı,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Kızartma,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Klepon,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Klobasnek,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Knish,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Köfte,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Kokoreç,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Kolach,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Kousa Mahshi,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Krautshäuptchen,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Külbastı,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Kuskus,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Kuzu Etli Enginar,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Kuzu Güveç,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Kuzu Incik Kebabı,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Kuzu Kapama,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Kuzu Şiş,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Ladera,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Lakerda,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Lamb Shank Kebab,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Lavaş,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Lemper,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Liver Kebab,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Liver Paper Kebab,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Lobster Thermidor,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Lor Bak,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Lumpia,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Macun,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Makroudh,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Manicotti,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Manisa Kebabı,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Manok Pansoh,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Manti,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Mantı,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Meat Pie,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Turkish""}"
Mercimek Çorbası,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
Miguelitos,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Turkish""}"
Mısır Ekmeği,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Turkish""}"
